ACCT_NUMBER,CITY,ENDUSE,CSCHJAN_2018,CSCHFEB_2018,CSCHMAR_2018,CSCHAPR_2018,CSCHMAY_2018,CSCHJUN_2018,CSCHJUL_2018,CSCHAUG_2018,CSCHSEP_2018,CSCHOCT_2018,CSCHNOV_2018,CSCHDEC_2018,KWH_JAN_2018,KWH_FEB_2018,KWH_MAR_2018,KWH_APR_2018,KWH_MAY_2018,KWH_JUN_2018,KWH_JUL_2018,KWH_AUG_2018,KWH_SEP_2018,KWH_OCT_2018,KWH_NOV_2018,KWH_DEC_2018,SOLAR_Boolean,BEDROOMS,GARAGE,HEAT_AIR_COND,TOTAL_AREA,TOTAL_ROOMS,DECADE_BUILT,rtsched_jan,rtsched_feb,rtsched_mar,rtsched_apr,rtsched_may,rtsched_jun,rtsched_jul,rtsched_aug,rtsched_sep,rtsched_oct,rtsched_nov,rtsched_dec,thrm_jan,thrm_feb,thrm_mar,thrm_apr,thrm_may,thrm_jun,thrm_jul,thrm_aug,thrm_sep,thrm_oct,thrm_nov,thrm_dec,Advanced_Vehicle_Fuel,total_therms,months_above
103982,UNINCORPORATED,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1792,1227,1353,1381,1245,1605,1835,1614,1633,1348,1358,1526,0,3,1,H,2250,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,122.0,111.0,131.0,216.0,253.0,280.0,310.0,230.0,290.0,209.0,66.0,109.0,,2327.0,0
104099,LOS GATOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,631,620,673,608,579,650,590,611,576,595,630,606,0,2,1,H,750,5,1960,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,333.0,310.0,367.0,300.0,303.0,333.0,277.0,286.0,291.0,306.0,349.0,367.0,,3822.0,0
104140,LOS ALTOS HILLS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1789,1170,1130,1349,1704,1871,1822,1759,1798,1770,1810,2330,0,5,1,B,5000,8,2000,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,331.0,200.0,251.0,166.0,249.0,531.0,330.0,322.0,474.0,47.0,203.0,290.0,,3394.0,0
104366,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,169,163,151,133,122,123,123,146,145,158,178,171,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,970.0,1001.0,975.0,995.0,925.0,878.0,880.0,835.0,893.0,830.0,875.0,966.0,PHEV,11023.0,0
104782,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1105,1118,1224,1168,1127,1142,1043,1090,1041,1086,1277,1104,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,PHEV,8625.0,0
105236,LOS GATOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1817,1879,1659,1647,1804,2053,2283,1963,1737,1760,2231,2175,0,5,1,B,5000,8,1990,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,295.0,229.0,296.0,163.0,111.0,222.0,290.0,80.0,183.0,33.0,69.0,260.0,,2231.0,0
105748,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1105,1118,1224,1168,1127,1142,1043,1090,1041,1086,1277,1104,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,930.0,897.0,927.0,857.0,785.0,736.0,721.0,666.0,733.0,694.0,749.0,869.0,PHEV,9564.0,0
106056,LOS GATOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,266,293,260,205,210,191,216,216,227,261,296,311,0,2,1,B,1000,5,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,609.0,467.0,443.0,373.0,325.0,329.0,254.0,234.0,227.0,238.0,344.0,401.0,,4244.0,0
106572,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,95,312,276,215,119,104,117,245,319,379,189,172,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,ELECTRIC,8625.0,0
106642,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,237,219,204,179,163,171,169,200,213,227,255,242,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,970.0,1001.0,975.0,995.0,925.0,878.0,880.0,835.0,893.0,830.0,875.0,966.0,PHEV,11023.0,0
108381,LOS ALTOS HILLS,BASIC ELECTRICITY,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,1862,2466,1698,1561,1635,1421,1787,2022,1638,1402,1684,2185,1,3,1,H,4250,8,1990,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,87.0,128.0,167.0,107.0,63.0,208.0,221.0,221.0,439.0,549.0,558.0,127.0,ELECTRIC,2875.0,0
108613,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1715,1543,1457,1467,1384,1372,1519,1479,1662,1644,1622,1835,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,930.0,897.0,927.0,857.0,785.0,736.0,721.0,666.0,733.0,694.0,749.0,869.0,ELECTRIC,9564.0,0
108762,UNINCORPORATED,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,787,848,995,716,693,927,848,747,706,878,694,1145,0,3,1,B,5000,8,1990,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,275.0,315.0,444.0,294.0,133.0,299.0,291.0,142.0,308.0,218.0,318.0,284.0,,3321.0,0
109580,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,185,212,154,146,143,129,154,170,173,181,213,201,0,2,1,B,750,5,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,391.0,406.0,414.0,372.0,358.0,389.0,327.0,307.0,341.0,315.0,318.0,381.0,,4319.0,0
109877,LOS ALTOS,BASIC ELECTRICITY,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,1714,1830,1434,1639,2030,2477,2458,2343,1968,1528,1680,1780,0,4,1,H,2000,8,1950,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,105.0,88.0,80.0,52.0,75.0,344.0,237.0,160.0,225.0,318.0,31.0,74.0,HYBRID GAS,1789.0,0
110727,MONTE SERENO,BASIC ELECTRICITY,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,2298,1954,1489,927,1391,557,1036,1024,1244,1755,2057,1970,1,4,1,B,3000,8,1900,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,89.0,84.0,97.0,42.0,32.0,364.0,282.0,317.0,386.0,116.0,63.0,95.0,HYBRID GAS,1967.0,0
110874,LOS ALTOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1095,1221,1340,1350,1370,1732,2199,2054,1957,1622,1385,1372,0,5,1,N,3000,8,1940,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,135.0,103.0,143.0,100.0,81.0,362.0,285.0,311.0,397.0,394.0,91.0,139.0,,2541.0,0
111870,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1105,1118,1224,1168,1127,1142,1043,1090,1041,1086,1277,1104,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,968.0,1091.0,982.0,913.0,794.0,680.0,1250.0,1004.0,1354.0,1494.0,1999.0,1268.0,PHEV,13797.0,0
112433,CUPERTINO,BASIC ELECTRICITY,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,1147,863,869,1090,896,906,885,857,851,882,848,927,0,4,1,B,2000,8,1960,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,159.0,105.0,126.0,118.0,54.0,203.0,211.0,111.0,241.0,151.0,115.0,143.0,,1737.0,0
112502,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1715,1543,1457,1467,1384,1372,1519,1479,1662,1644,1622,1835,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,968.0,1091.0,982.0,913.0,794.0,680.0,1250.0,1004.0,1354.0,1494.0,1999.0,1268.0,PHEV,13797.0,0
112763,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,216,204,190,166,156,163,156,181,185,209,229,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,615.0,719.0,681.0,616.0,630.0,583.0,528.0,547.0,540.0,595.0,576.0,585.0,ELECTRIC,7215.0,0
112824,LOS ALTOS HILLS,BASIC ELECTRICITY,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,1111,802,393,-339,-492,-547,-164,-284,258,555,1578,1237,1,4,1,H,4000,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,204.0,160.0,216.0,141.0,83.0,74.0,203.0,50.0,44.0,48.0,52.0,192.0,ELECTRIC,1467.0,0
112825,GILROY,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1071,1023,1036,1137,1239,1859,2615,1636,1146,984,1203,1367,0,5,1,B,3500,8,2000,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,120.0,83.0,104.0,64.0,114.0,332.0,385.0,360.0,457.0,375.0,37.0,127.0,PHEV,2558.0,0
112953,MILPITAS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,587,528,569,506,472,569,500,489,568,525,617,572,0,2,0,H,750,5,2000,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,431.0,428.0,464.0,419.0,385.0,423.0,346.0,331.0,383.0,270.0,316.0,291.0,,4487.0,0
113255,LOS GATOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,308,330,291,277,343,336,331,324,298,324,315,322,0,1,0,B,250,4,1980,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,321.0,316.0,344.0,293.0,239.0,262.0,226.0,218.0,226.0,240.0,289.0,302.0,,3276.0,0
114433,LOS ALTOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,5,5,5,4,5,5,5,4,5,5,4,5,0,2,1,H,1000,5,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,437.0,419.0,418.0,423.0,381.0,588.0,403.0,342.0,416.0,480.0,378.0,391.0,,5076.0,0
114720,UNINCORPORATED,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,914,992,860,925,882,882,980,949,859,987,1055,1176,0,4,1,N,2750,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,214.0,162.0,210.0,132.0,57.0,78.0,221.0,75.0,18.0,82.0,31.0,136.0,,1416.0,0
114735,SARATOGA,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,820,820,121,613,325,301,322,303,324,356,392,557,0,5,1,H,2000,8,1960,G1,G1,,,G1,,G1,,G1,,G1,G1,79.0,79.0,,,22.0,,460.0,,22.0,,90.0,65.0,,817.0,0
114967,SARATOGA,BASIC ELECTRICITY,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,266,-112,-118,-614,-659,-506,-105,-195,-258,-57,135,405,1,5,1,H,2750,8,1960,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,114.0,89.0,108.0,47.0,21.0,177.0,258.0,7.0,8.0,12.0,54.0,99.0,,994.0,0
115773,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,289,269,248,219,202,194,190,218,225,266,313,298,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,970.0,1001.0,975.0,995.0,925.0,878.0,880.0,835.0,893.0,830.0,875.0,966.0,PHEV,11023.0,0
115864,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,89,85,78,71,65,66,65,73,72,82,93,90,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,PHEV,8625.0,0
116311,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,237,219,204,179,163,171,169,200,213,227,255,242,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,968.0,1091.0,982.0,913.0,794.0,680.0,1250.0,1004.0,1354.0,1494.0,1999.0,1268.0,ELECTRIC,13797.0,0
117400,LOS ALTOS HILLS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1905,1493,1543,1768,1987,2857,2987,2204,2361,1769,1838,2378,0,5,1,B,5000,8,1980,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,262.0,224.0,256.0,146.0,225.0,261.0,373.0,346.0,463.0,711.0,929.0,1196.0,,5392.0,0
117804,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,237,219,204,179,163,171,169,200,213,227,255,242,0,1,1,H,750,4,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,0.0,0.0,0.0,0.0,99.0,465.0,443.0,130.0,60.0,90.0,0.0,0.0,ELECTRIC,1287.0,0
117944,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,204,190,184,166,158,165,161,183,177,196,223,208,0,2,1,H,1000,5,1960,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,795.0,766.0,798.0,786.0,722.0,815.0,658.0,597.0,606.0,605.0,718.0,802.0,,8668.0,0
118295,LOS ALTOS HILLS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,773,863,940,748,923,1222,719,642,692,739,749,911,0,5,1,B,5000,8,2000,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,4.0,1.0,0.0,0.0,0.0,184.0,280.0,122.0,8.0,8.0,8.0,34.0,,649.0,0
118745,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1417,1307,1241,1018,971,1336,1410,1338,1360,1334,1113,1171,0,2,1,H,1000,4,1960,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,144.0,146.0,133.0,133.0,117.0,445.0,320.0,358.0,400.0,189.0,89.0,112.0,,2586.0,0
119566,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1715,1543,1457,1467,1384,1372,1519,1479,1662,1644,1622,1835,0,1,1,H,750,4,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,0.0,0.0,0.0,0.0,99.0,465.0,443.0,130.0,60.0,90.0,0.0,0.0,ELECTRIC,1287.0,0
119813,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1308,1280,1323,1241,1216,1283,1215,1345,1235,1288,1494,1276,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,743.0,791.0,782.0,770.0,702.0,661.0,679.0,630.0,713.0,674.0,696.0,784.0,PHEV,8625.0,0
120037,MORGAN HILL,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1300,1012,1145,1237,1067,1199,1470,1979,1755,1133,1392,1149,0,5,1,B,3000,8,1980,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,67.0,52.0,77.0,228.0,175.0,395.0,419.0,283.0,311.0,385.0,204.0,87.0,,2683.0,0
120907,GILROY,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1362,1183,1107,1114,1004,1092,1218,1051,1246,1324,1207,1440,0,5,1,B,5000,8,2010,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,379.0,493.0,435.0,461.0,186.0,386.0,362.0,187.0,322.0,249.0,286.0,382.0,,4128.0,0
121177,LOS GATOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,966,965,995,1262,1333,1877,2086,1566,1273,1172,1200,1285,0,4,1,H,2250,8,1990,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,234.0,121.0,67.0,61.0,75.0,27.0,280.0,219.0,131.0,35.0,123.0,184.0,,1557.0,0
121483,CAMPBELL,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,524,585,490,507,535,488,469,567,497,568,566,585,0,1,1,H,500,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,444.0,416.0,477.0,426.0,411.0,416.0,348.0,319.0,378.0,331.0,510.0,467.0,,4943.0,0
121878,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,169,163,151,133,122,123,123,146,145,158,178,171,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,968.0,1091.0,982.0,913.0,794.0,680.0,1250.0,1004.0,1354.0,1494.0,1999.0,1268.0,ELECTRIC,13797.0,0
122024,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,430,448,398,404,425,382,382,478,413,412,478,449,0,1,1,B,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,408.0,431.0,457.0,393.0,387.0,382.0,307.0,313.0,342.0,343.0,356.0,453.0,HYBRID GAS,4572.0,0
122044,LOS GATOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,2250,2431,1827,1866,2083,1567,1079,2422,2039,2040,2382,2628,0,4,1,H,3250,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,147.0,125.0,140.0,89.0,175.0,384.0,267.0,151.0,249.0,510.0,696.0,1124.0,HYBRID GAS,4057.0,0
122061,LOS ALTOS HILLS,BASIC ELECTRICITY,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,ETOUB,1891,1646,1493,1396,1432,1619,1367,1421,1290,1364,1374,1145,0,5,1,H,5000,8,1960,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,924.0,1175.0,1171.0,980.0,686.0,548.0,465.0,355.0,414.0,551.0,806.0,985.0,,9060.0,0
122568,SARATOGA,BASIC ELECTRICITY,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,2703,2373,2518,2460,2210,2136,2884,1160,927,902,1099,1208,0,4,1,H,3750,8,1990,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,182.0,145.0,157.0,457.0,216.0,312.0,243.0,42.0,17.0,16.0,16.0,62.0,,1865.0,0
122961,LOS ALTOS HILLS,BASIC ELECTRICITY,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,ETOUA,1608,1751,1343,1530,1846,1896,2100,1605,1331,1390,1482,1778,0,5,1,H,4000,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,122.0,101.0,143.0,77.0,511.0,232.0,232.0,133.0,286.0,77.0,259.0,115.0,HYBRID GAS,2288.0,0
123392,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,216,204,190,166,156,163,156,181,185,209,229,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,970.0,1001.0,975.0,995.0,925.0,878.0,880.0,835.0,893.0,830.0,875.0,966.0,PHEV,11023.0,0
123436,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1715,1543,1457,1467,1384,1372,1519,1479,1662,1644,1622,1835,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,615.0,719.0,681.0,616.0,630.0,583.0,528.0,547.0,540.0,595.0,576.0,585.0,PHEV,7215.0,0
124009,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,95,312,276,215,119,104,117,245,319,379,189,172,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,615.0,719.0,681.0,616.0,630.0,583.0,528.0,547.0,540.0,595.0,576.0,585.0,ELECTRIC,7215.0,0
124267,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,89,85,78,71,65,66,65,73,72,82,93,90,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,970.0,1001.0,975.0,995.0,925.0,878.0,880.0,835.0,893.0,830.0,875.0,966.0,PHEV,11023.0,0
124848,SUNNYVALE,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,422,380,345,351,307,295,310,338,341,408,404,435,0,2,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,159.0,174.0,171.0,155.0,170.0,154.0,246.0,134.0,128.0,127.0,159.0,154.0,,1931.0,0
125032,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,234,221,205,180,167,170,167,195,197,223,248,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,968.0,1091.0,982.0,913.0,794.0,680.0,1250.0,1004.0,1354.0,1494.0,1999.0,1268.0,ELECTRIC,13797.0,0
125200,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,2260,2446,2227,2283,2220,2201,2244,2329,2513,2709,2577,2254,0,2,1,H,1000,5,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,318.0,317.0,358.0,314.0,319.0,342.0,281.0,280.0,343.0,353.0,298.0,395.0,,3918.0,0
125872,CUPERTINO,BASIC ELECTRICITY,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,E6,1947,1681,1476,1408,1297,1404,1753,2059,1759,2287,2177,2215,1,4,1,H,3500,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,608.0,590.0,618.0,452.0,281.0,280.0,207.0,234.0,298.0,381.0,445.0,642.0,PHEV,5036.0,0
126815,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,169,163,151,133,122,123,123,146,145,158,178,171,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,930.0,897.0,927.0,857.0,785.0,736.0,721.0,666.0,733.0,694.0,749.0,869.0,PHEV,9564.0,0
127090,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,234,221,205,180,167,170,167,195,197,223,248,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,615.0,719.0,681.0,616.0,630.0,583.0,528.0,547.0,540.0,595.0,576.0,585.0,ELECTRIC,7215.0,0
127144,MOUNTAIN VIEW,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,234,221,205,180,167,170,167,195,197,223,248,229,0,1,1,H,750,4,1970,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,GM,615.0,719.0,681.0,616.0,630.0,583.0,528.0,547.0,540.0,595.0,576.0,585.0,PHEV,7215.0,0
127202,UNINCORPORATED,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1412,1153,1200,1041,907,1419,1686,2025,1520,1134,1137,1483,0,4,1,H,2000,8,1970,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,113.0,114.0,139.0,63.0,32.0,426.0,226.0,201.0,135.0,96.0,83.0,123.0,,1751.0,0
127277,SARATOGA,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1140,1092,1008,808,737,741,907,1120,1006,908,1017,711,0,4,1,B,2750,8,1960,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,175.0,194.0,198.0,108.0,76.0,82.0,370.0,223.0,41.0,57.0,128.0,154.0,,1806.0,0
127280,LOS GATOS,BASIC ELECTRICITY,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,EVA,1203,1308,1131,1132,1452,1879,2125,2026,1459,1249,1501,1324,0,4,1,H,4500,8,1960,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,167.0,143.0,175.0,100.0,85.0,199.0,266.0,250.0,52.0,51.0,79.0,207.0,PHEV,1774.0,0
127808,MONTE SERENO,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,1879,1579,1657,1450,1694,1937,2200,2502,2062,1908,1746,1867,0,4,1,B,5000,8,2000,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,446.0,387.0,515.0,209.0,238.0,381.0,216.0,88.0,219.0,241.0,188.0,377.0,HYBRID GAS,3505.0,0
127879,LOS ALTOS,BASIC ELECTRICITY,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,E1,711,568,683,545,561,730,854,816,638,603,553,817,0,3,1,H,2000,7,1950,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,G1,110.0,98.0,129.0,63.0,20.0,229.0,232.0,226.0,197.0,126.0,149.0,124.0,,1703.0,0
